Entity,Code,Year,Hydropower (Terawatt-hours)
Asia Pacific,,1994,446.1341605405246
Asia Pacific,,1995,482.56509278627425
Asia Pacific,,1996,473.6077365515016
Asia Pacific,,1997,471.8776913681512
Asia Pacific,,1998,511.2392537110401
Asia Pacific,,1999,499.0163173781117
Asia Pacific,,2000,518.9513693495416
Asia Pacific,,2001,571.0937806945236
Asia Pacific,,2002,581.9854563688921
Asia Pacific,,2003,595.3309100321047
Asia Pacific,,2004,683.7248881161603
Asia Pacific,,2005,727.5000160756382
Asia Pacific,,2006,800.6750259869108
Asia Pacific,,2007,852.3011986842446
Asia Pacific,,2008,996.6592393798509
Asia Pacific,,2009,965.838926980292
Asia Pacific,,2010,1094.8508070990645
Asia Pacific,,2011,1115.8386643676376
Asia Pacific,,2012,1279.0128347013044
Asia Pacific,,2013,1364.6049288751321
Asia Pacific,,2014,1509.1247803893723
Asia Pacific,,2015,1567.3410170423754
Asia Pacific,,2016,1626.8190571266123
Australia,AUS,1965,7.689756
Australia,AUS,1966,7.3450428
Australia,AUS,1967,7.6057874
Australia,AUS,1968,7.9505006
Australia,AUS,1969,8.684121
Australia,AUS,1970,10.170687
Australia,AUS,1971,11.5074428
Australia,AUS,1972,11.5533144
Australia,AUS,1973,12.2858392
Australia,AUS,1974,13.8739202
Australia,AUS,1975,14.887801600000001
Australia,AUS,1976,14.1538588
Australia,AUS,1977,13.543950200000001
Australia,AUS,1978,14.6753494
Australia,AUS,1979,14.246055599999998
Australia,AUS,1980,13.466597799999999
Australia,AUS,1981,13.866343800000001
Australia,AUS,1982,12.770334
Australia,AUS,1983,12.123648
Australia,AUS,1984,13.1259488
Australia,AUS,1985,13.9405106
Australia,AUS,1986,14.0257988
Australia,AUS,1987,13.613795999999999
Australia,AUS,1988,14.3344436
Australia,AUS,1989,14.253669
Australia,AUS,1990,14.759500000000001
Australia,AUS,1991,15.6535
Australia,AUS,1992,15.941499999999998
Australia,AUS,1993,16.386999999999997
Australia,AUS,1994,16.15
Australia,AUS,1995,15.631
Australia,AUS,1996,15.968499999999999
Australia,AUS,1997,15.9525
Australia,AUS,1998,15.798
Australia,AUS,1999,16.2815
Australia,AUS,2000,16.4665
Australia,AUS,2001,16.1235
Australia,AUS,2002,16.095
Australia,AUS,2003,16.21055
Australia,AUS,2004,15.686650000000002
Australia,AUS,2005,15.4657
Australia,AUS,2006,14.945100000000002
Australia,AUS,2007,13.048950000000001
Australia,AUS,2008,11.81515
Australia,AUS,2009,12.64205
Australia,AUS,2010,13.745999999999999
Australia,AUS,2011,19.634
Australia,AUS,2012,17.083000000000002
Australia,AUS,2013,19.144
Australia,AUS,2014,14.532
Australia,AUS,2015,13.949
Australia,AUS,2016,17.854900027181856
Austria,AUT,1965,16.083
Austria,AUT,1966,17.331
Austria,AUT,1967,17.698
Austria,AUT,1968,18.185
Austria,AUT,1969,16.718
Austria,AUT,1970,21.2897
Austria,AUT,1971,16.8201
Austria,AUT,1972,17.287599999999998
Austria,AUT,1973,19.2092
Austria,AUT,1974,22.7122
Austria,AUT,1975,23.7952
Austria,AUT,1976,20.5656
Austria,AUT,1977,24.9208
Austria,AUT,1978,24.9408
Austria,AUT,1979,28.096799999999998
Austria,AUT,1980,29.109900000000003
Austria,AUT,1981,30.8473
Austria,AUT,1982,30.8963
Austria,AUT,1983,30.6063
Austria,AUT,1984,26.849563999999997
Austria,AUT,1985,30.775146
Austria,AUT,1986,30.903927
Austria,AUT,1987,35.387991
Austria,AUT,1988,35.304088
Austria,AUT,1989,35.08243
Austria,AUT,1990,31.509
Austria,AUT,1991,31.4434
Austria,AUT,1992,34.8484
Austria,AUT,1993,36.705555999999994
Austria,AUT,1994,35.7075
Austria,AUT,1995,37.067222
Austria,AUT,1996,34.216111000000005
Austria,AUT,1997,36.105278000000006
Austria,AUT,1998,37.16333300000001
Austria,AUT,1999,40.699120799999996
Austria,AUT,2000,41.835650550450005
Austria,AUT,2001,40.45548165033019
Austria,AUT,2002,40.22700280913331
Austria,AUT,2003,33.214992039975016
Austria,AUT,2004,36.762283
Austria,AUT,2005,37.095138337044474
Austria,AUT,2006,35.65608476963841
Austria,AUT,2007,37.05417013732708
Austria,AUT,2008,38.329491042362136
Austria,AUT,2009,40.89630336469739
Austria,AUT,2010,38.363418292681246
Austria,AUT,2011,34.24289944726007
Austria,AUT,2012,43.80547201730726
Austria,AUT,2013,42.044321290009755
Austria,AUT,2014,41.00982621324147
Austria,AUT,2015,37.05605533644498
Austria,AUT,2016,39.67990362571444
Azerbaijan,AZE,1985,1.3125618
Azerbaijan,AZE,1986,0.8043308
Azerbaijan,AZE,1987,0.8043308
Azerbaijan,AZE,1988,0.6982652
Azerbaijan,AZE,1989,0.6982652
Azerbaijan,AZE,1990,0.6982652
Azerbaijan,AZE,1991,1.7545018
Azerbaijan,AZE,1992,1.745663
Azerbaijan,AZE,1993,2.3953148
Azerbaijan,AZE,1994,1.8252122
Azerbaijan,AZE,1995,1.5600482
Azerbaijan,AZE,1996,1.5335318
Azerbaijan,AZE,1997,1.7103078
Azerbaijan,AZE,1998,1.9533748
Azerbaijan,AZE,1999,1.5114348
Azerbaijan,AZE,2000,1.534
Azerbaijan,AZE,2001,1.301
Azerbaijan,AZE,2002,2.02
Azerbaijan,AZE,2003,2.47
Azerbaijan,AZE,2004,2.755
Azerbaijan,AZE,2005,3.0094000000000003
Azerbaijan,AZE,2006,2.518
Azerbaijan,AZE,2007,2.364
Azerbaijan,AZE,2008,2.232
Azerbaijan,AZE,2009,2.3084000000000002
Azerbaijan,AZE,2010,3.4463000000000004
Azerbaijan,AZE,2011,2.6758
Azerbaijan,AZE,2012,1.821
Azerbaijan,AZE,2013,1.4890999999999999
Azerbaijan,AZE,2014,1.2997
Azerbaijan,AZE,2015,1.6375
Azerbaijan,AZE,2016,1.9589
Bangladesh,BGD,1965,0
Bangladesh,BGD,1966,0
Bangladesh,BGD,1967,0
Bangladesh,BGD,1968,0
Bangladesh,BGD,1969,0
Bangladesh,BGD,1970,0
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,0.175
Bangladesh,BGD,1973,0.331
Bangladesh,BGD,1974,0.243
Bangladesh,BGD,1975,0.436
Bangladesh,BGD,1976,0.494
Bangladesh,BGD,1977,0.437
Bangladesh,BGD,1978,0.506
Bangladesh,BGD,1979,0.587
Bangladesh,BGD,1980,0.583
Bangladesh,BGD,1981,0.625
Bangladesh,BGD,1982,0.523
Bangladesh,BGD,1983,0.662
Bangladesh,BGD,1984,0.897
Bangladesh,BGD,1985,0.739
Bangladesh,BGD,1986,0.45
Bangladesh,BGD,1987,0.517
Bangladesh,BGD,1988,0.675
Bangladesh,BGD,1989,0.92
Bangladesh,BGD,1990,0.884
Bangladesh,BGD,1991,0.838
Bangladesh,BGD,1992,0.796
Bangladesh,BGD,1993,0.608
Bangladesh,BGD,1994,0.847
Bangladesh,BGD,1995,0.372
Bangladesh,BGD,1996,0.739
Bangladesh,BGD,1997,0.719
Bangladesh,BGD,1998,0.865
Bangladesh,BGD,1999,0.833
Bangladesh,BGD,2000,0.749
Bangladesh,BGD,2001,0.993
Bangladesh,BGD,2002,0.749
Bangladesh,BGD,2003,0.749
Bangladesh,BGD,2004,0.749
Bangladesh,BGD,2005,0.749
Bangladesh,BGD,2006,0.749
Bangladesh,BGD,2007,0.749
Bangladesh,BGD,2008,0.95
Bangladesh,BGD,2009,0.417
Bangladesh,BGD,2010,0.729
Bangladesh,BGD,2011,0.872
Bangladesh,BGD,2012,0.777
Bangladesh,BGD,2013,0.7283787280000001
Bangladesh,BGD,2014,0.566453438
Bangladesh,BGD,2015,0.8981464549999999
Bangladesh,BGD,2016,0.884632595
Belarus,BLR,1985,0.022097
Belarus,BLR,1986,0.022097
Belarus,BLR,1987,0.022097
Belarus,BLR,1988,0.022097
Belarus,BLR,1989,0.022097
Belarus,BLR,1990,0.022097
Belarus,BLR,1991,0.022097
Belarus,BLR,1992,0.022097
Belarus,BLR,1993,0.022097
Belarus,BLR,1994,0.022097
Belarus,BLR,1995,0.022097
Belarus,BLR,1996,0.0176776
Belarus,BLR,1997,0.022097
Belarus,BLR,1998,0.0265164
Belarus,BLR,1999,0.0176776
Belarus,BLR,2000,0.022097
Belarus,BLR,2001,0.0309358
Belarus,BLR,2002,0.0265164
Belarus,BLR,2003,0.0265164
Belarus,BLR,2004,0.0132582
Belarus,BLR,2005,0.036
Belarus,BLR,2006,0.035
Belarus,BLR,2007,0.035
Belarus,BLR,2008,0.039
Belarus,BLR,2009,0.045
Belarus,BLR,2010,0.045
Belarus,BLR,2011,0.042
Belarus,BLR,2012,0.072
Belarus,BLR,2013,0.138
Belarus,BLR,2014,0.121
Belarus,BLR,2015,0.107
Belarus,BLR,2016,0.1072931506849315
Belgium,BEL,1965,0.272
Belgium,BEL,1966,0.299
Belgium,BEL,1967,0.238
Belgium,BEL,1968,0.244
Belgium,BEL,1969,0.23
Belgium,BEL,1970,0.246
Belgium,BEL,1971,0.134
Belgium,BEL,1972,0.17999999999999994
Belgium,BEL,1973,0.17099999999999999
Belgium,BEL,1974,0.24000000000000005
Belgium,BEL,1975,0.183
Belgium,BEL,1976,0.10900000000000001
Belgium,BEL,1977,0.224
Belgium,BEL,1978,0.22299999999999998
Belgium,BEL,1979,0.23399999999999993
Belgium,BEL,1980,0.2779999999999999
Belgium,BEL,1981,0.381
Belgium,BEL,1982,0.33299999999999996
Belgium,BEL,1983,0.33599999999999997
Belgium,BEL,1984,0.3510000000000001
Belgium,BEL,1985,0.28700000000000014
Belgium,BEL,1986,0.34299999999999997
Belgium,BEL,1987,0.42900000000000005
Belgium,BEL,1988,0.359
Belgium,BEL,1989,0.30499999999999994
Belgium,BEL,1990,0.266
Belgium,BEL,1991,0.22899999999999998
Belgium,BEL,1992,0.34099999999999997
Belgium,BEL,1993,0.254
Belgium,BEL,1994,0.346
Belgium,BEL,1995,0.33799999999999997
Belgium,BEL,1996,0.239
Belgium,BEL,1997,0.30499999999999994
Belgium,BEL,1998,0.389
Belgium,BEL,1999,0.3410000000000002
Belgium,BEL,2000,0.45999999999999996
Belgium,BEL,2001,0.44099999999999984
Belgium,BEL,2002,0.3600000000000001
Belgium,BEL,2003,0.2470000000000001
Belgium,BEL,2004,0.31699999999999995
Belgium,BEL,2005,0.28800000000000003
Belgium,BEL,2006,0.359
Belgium,BEL,2007,0.389
Belgium,BEL,2008,0.4099999999999999
Belgium,BEL,2009,0.32799999999999985
Belgium,BEL,2010,0.31199999999999983
Belgium,BEL,2011,0.19599999999999995
Belgium,BEL,2012,0.357
Belgium,BEL,2013,0.3799999999999999
Belgium,BEL,2014,0.29200000000000004
Belgium,BEL,2015,0.31799999999999984
Belgium,BEL,2016,0.39038088806249416
Brazil,BRA,1965,23.975245
Brazil,BRA,1966,26.2247196
Brazil,BRA,1967,27.4312158
Brazil,BRA,1968,28.7084224
Brazil,BRA,1969,30.7236688
Brazil,BRA,1970,39.801
Brazil,BRA,1971,43.199
Brazil,BRA,1972,50.681
Brazil,BRA,1973,57.89
Brazil,BRA,1974,65.679
Brazil,BRA,1975,72.287
Brazil,BRA,1976,82.913
Brazil,BRA,1977,93.48
Brazil,BRA,1978,102.746
Brazil,BRA,1979,116.58
Brazil,BRA,1980,128.907
Brazil,BRA,1981,130.765
Brazil,BRA,1982,141.132
Brazil,BRA,1983,151.475
Brazil,BRA,1984,166.593
Brazil,BRA,1985,178.375
Brazil,BRA,1986,182.419
Brazil,BRA,1987,185.6
Brazil,BRA,1988,199.093
Brazil,BRA,1989,204.69
Brazil,BRA,1990,206.708
Brazil,BRA,1991,217.782
Brazil,BRA,1992,223.343
Brazil,BRA,1993,235.065
Brazil,BRA,1994,242.705
Brazil,BRA,1995,253.905
Brazil,BRA,1996,265.769
Brazil,BRA,1997,278.972
Brazil,BRA,1998,291.469
Brazil,BRA,1999,293
Brazil,BRA,2000,304.403
Brazil,BRA,2001,267.876
Brazil,BRA,2002,286.092
Brazil,BRA,2003,305.616
Brazil,BRA,2004,320.7969068355004
Brazil,BRA,2005,337.4566739387481
Brazil,BRA,2006,348.80546000000004
Brazil,BRA,2007,374.0151216
Brazil,BRA,2008,369.5564
Brazil,BRA,2009,390.988065
Brazil,BRA,2010,403.28981326205025
Brazil,BRA,2011,428.33291987125745
Brazil,BRA,2012,415.3421754565751
Brazil,BRA,2013,390.9920139739778
Brazil,BRA,2014,373.4390604742687
Brazil,BRA,2015,359.7428081943405
Brazil,BRA,2016,384.2559559
Bulgaria,BGR,1965,2.0019882
Bulgaria,BGR,1966,2.010827
Bulgaria,BGR,1967,2.0240852
Bulgaria,BGR,1968,1.303723
Bulgaria,BGR,1969,1.8384704
Bulgaria,BGR,1970,2.1522478
Bulgaria,BGR,1971,2.1743448
Bulgaria,BGR,1972,2.0947956
Bulgaria,BGR,1973,2.5720908
Bulgaria,BGR,1974,2.0815374
Bulgaria,BGR,1975,2.452767
Bulgaria,BGR,1976,2.9521592
Bulgaria,BGR,1977,3.5222618
Bulgaria,BGR,1978,2.9079652
Bulgaria,BGR,1979,3.31455
Bulgaria,BGR,1980,3.7078766
Bulgaria,BGR,1981,3.6150692
Bulgaria,BGR,1982,3.0449666
Bulgaria,BGR,1983,3.3499052
Bulgaria,BGR,1984,3.2570978
Bulgaria,BGR,1985,2.231797
Bulgaria,BGR,1986,2.3246044
Bulgaria,BGR,1987,2.5367356
Bulgaria,BGR,1988,2.5941878
Bulgaria,BGR,1989,2.6869952
Bulgaria,BGR,1990,1.8826644
Bulgaria,BGR,1991,2.4439282
Bulgaria,BGR,1992,2.0594404
Bulgaria,BGR,1993,1.9401166
Bulgaria,BGR,1994,1.4672408
Bulgaria,BGR,1995,2.3157656
Bulgaria,BGR,1996,2.9212234
Bulgaria,BGR,1997,2.7480622
Bulgaria,BGR,1998,3.0953888
Bulgaria,BGR,1999,2.754095
Bulgaria,BGR,2000,2.395737
Bulgaria,BGR,2001,1.3028242
Bulgaria,BGR,2002,2.1946728
Bulgaria,BGR,2003,2.9630007999999997
Bulgaria,BGR,2004,3.0974530000000002
Bulgaria,BGR,2005,4.259
Bulgaria,BGR,2006,3.9909999999999997
Bulgaria,BGR,2007,2.879
Bulgaria,BGR,2008,2.874
Bulgaria,BGR,2009,3.471
Bulgaria,BGR,2010,5.0569999999999995
Bulgaria,BGR,2011,2.917
Bulgaria,BGR,2012,3.226
Bulgaria,BGR,2013,4.08
Bulgaria,BGR,2014,4.605
Bulgaria,BGR,2015,5.6610000000000005
Bulgaria,BGR,2016,3.8525218
CIS,,1965,0
CIS,,1966,0
CIS,,1967,0
CIS,,1968,0
CIS,,1969,0
CIS,,1970,0
CIS,,1971,0
CIS,,1972,0
CIS,,1973,0
CIS,,1974,0
CIS,,1975,0
CIS,,1976,0
CIS,,1977,0
CIS,,1978,0
CIS,,1979,0
CIS,,1980,0
CIS,,1981,0
CIS,,1982,0
CIS,,1983,0
CIS,,1984,0
CIS,,1985,205.40929260000001
CIS,,1986,205.9617176
CIS,,1987,207.37592560000002
CIS,,1988,217.8499036
CIS,,1989,209.39117199999998
CIS,,1990,220.7189834
CIS,,1991,224.1205062
CIS,,1992,224.1295464
CIS,,1993,234.6833848
CIS,,1994,238.55237019999998
CIS,,1995,231.2431614
CIS,,1996,207.3646442
CIS,,1997,207.98415999999997
CIS,,1998,214.46020000000001
CIS,,1999,218.0953284
CIS,,2000,221.13292439999998
CIS,,2001,230.87861839999997
CIS,,2002,220.18176639999996
CIS,,2003,217.3971844
CIS,,2004,240.09428200000002
CIS,,2005,239.6019794
CIS,,2006,240.09296969999997
CIS,,2007,239.39450639999998
CIS,,2008,227.94510000000002
CIS,,2009,234.8688
CIS,,2010,234.16671000000002
CIS,,2011,229.44209999999998
CIS,,2012,229.4299
CIS,,2013,246.749
CIS,,2014,236.87279999999998
CIS,,2015,228.61477200000002
CIS,,2016,248.29525189565095
Canada,CAN,1965,117.1229388
Canada,CAN,1966,128.8210906
Canada,CAN,1967,133.1255862
Canada,CAN,1968,136.3208124
Canada,CAN,1969,148.226676
Canada,CAN,1970,155.3242324
Canada,CAN,1971,157.0301208
Canada,CAN,1972,171.3312992
Canada,CAN,1973,178.831021
Canada,CAN,1974,197.9360872
Canada,CAN,1975,195.0369608
Canada,CAN,1976,202.8327824
Canada,CAN,1977,198.563642
Canada,CAN,1978,217.0013788
Canada,CAN,1979,212.6217534
Canada,CAN,1980,222.5123706
Canada,CAN,1981,225.057945
Canada,CAN,1982,257.9073452
Canada,CAN,1983,266.069977
Canada,CAN,1984,286.2489574
Canada,CAN,1985,303.7762978
Canada,CAN,1986,310.7545304
Canada,CAN,1987,316.3494908
Canada,CAN,1988,307.612337
Canada,CAN,1989,290.5477444444411
Canada,CAN,1990,295.7943232323198
Canada,CAN,1991,307.38699191918835
Canada,CAN,1992,315.2856545454509
Canada,CAN,1993,322.3248979797941
Canada,CAN,1994,327.9665808080769
Canada,CAN,1995,334.1707343434304
Canada,CAN,1996,354.7030747474702
Canada,CAN,1997,348.7906212121173
Canada,CAN,1998,330.98092525252144
Canada,CAN,1999,345.1117828282785
Canada,CAN,2000,356.8710777777735
Canada,CAN,2001,331.6320292929255
Canada,CAN,2002,349.3856393939349
Canada,CAN,2003,336.25036464646064
Canada,CAN,2004,338.50936060605653
Canada,CAN,2005,362.06674949494516
Canada,CAN,2006,352.99828585858177
Canada,CAN,2007,367.73245959595516
Canada,CAN,2008,377.59873030302566
Canada,CAN,2009,368.79840505050083
Canada,CAN,2010,351.49580303029904
Canada,CAN,2011,375.8347242424198
Canada,CAN,2012,380.3781363636319
Canada,CAN,2013,391.89987171716695
Canada,CAN,2014,382.61237878787443
Canada,CAN,2015,377.62103636363184
Canada,CAN,2016,388.24141414140956
Chile,CHL,1965,3.955363
Chile,CHL,1966,4.1630748
Chile,CHL,1967,4.2558822
Chile,CHL,1968,3.5708752
Chile,CHL,1969,4.0260734
Chile,CHL,1970,4.3044956
Chile,CHL,1971,4.397303
Chile,CHL,1972,5.2237308
Chile,CHL,1973,5.3165382
Chile,CHL,1974,6.0457392
Chile,CHL,1975,6.1385466
Chile,CHL,1976,6.2357734
Chile,CHL,1977,6.5009374
Chile,CHL,1978,6.827973
Chile,CHL,1979,6.9428774
Chile,CHL,1980,7.3406234
Chile,CHL,1981,7.5925292
Chile,CHL,1982,8.4543122
Chile,CHL,1983,8.9316074
Chile,CHL,1984,9.3381922
Chile,CHL,1985,11.07
Chile,CHL,1986,11.83
Chile,CHL,1987,12.823
Chile,CHL,1988,12.558
Chile,CHL,1989,10.543
Chile,CHL,1990,8.941428
Chile,CHL,1991,13.135654
Chile,CHL,1992,16.74015
Chile,CHL,1993,17.217321
Chile,CHL,1994,16.985472
Chile,CHL,1995,18.413739
Chile,CHL,1996,16.873468
Chile,CHL,1997,18.943147999999997
Chile,CHL,1998,15.937255
Chile,CHL,1999,13.577
Chile,CHL,2000,19.081
Chile,CHL,2001,21.68
Chile,CHL,2002,23.187
Chile,CHL,2003,22.603
Chile,CHL,2004,20.969338340000004
Chile,CHL,2005,25.5755
Chile,CHL,2006,28.21505008325027
Chile,CHL,2007,22.33485910796505
Chile,CHL,2008,23.87104969168464
Chile,CHL,2009,24.79932538012437
Chile,CHL,2010,21.360615387500005
Chile,CHL,2011,20.728404291509996
Chile,CHL,2012,20.227104529950005
Chile,CHL,2013,19.6232564619
Chile,CHL,2014,23.6253315818
Chile,CHL,2015,23.962679630660002
Chile,CHL,2016,19.517959125400008
China,CHN,1965,22.097
China,CHN,1966,22.4859072
China,CHN,1967,19.3834884
China,CHN,1968,22.870395
China,CHN,1969,23.2593022
China,CHN,1970,24.0371166
China,CHN,1971,29.0752326
China,CHN,1972,32.9510464
China,CHN,1973,36.8268602
China,CHN,1974,41.674942
China,CHN,1975,43.6106392
China,CHN,1976,44.194
China,CHN,1977,46.1341166
China,CHN,1978,43.2261514
China,CHN,1979,48.5559478
China,CHN,1980,58.2211756
China,CHN,1981,65.5131856
China,CHN,1982,74.4138572
China,CHN,1983,86.4169476
China,CHN,1984,86.8146936
China,CHN,1985,92.387557
China,CHN,1986,94.5486436
China,CHN,1987,100.0242802
China,CHN,1988,109.1680188
China,CHN,1989,118.4089842
China,CHN,1990,126.7439726
China,CHN,1991,124.6889516
China,CHN,1992,130.6860774
China,CHN,1993,151.8461646
China,CHN,1994,167.428969
China,CHN,1995,190.57999999999998
China,CHN,1996,187.97
China,CHN,1997,195.98
China,CHN,1998,198.89000000000001
China,CHN,1999,196.57999999999998
China,CHN,2000,222.41
China,CHN,2001,277.43
China,CHN,2002,287.96999999999997
China,CHN,2003,283.68
China,CHN,2004,353.544
China,CHN,2005,397.017
China,CHN,2006,435.786
China,CHN,2007,485.264
China,CHN,2008,636.96
China,CHN,2009,615.64
China,CHN,2010,711.38314
China,CHN,2011,688.045
China,CHN,2012,862.7941099999999
China,CHN,2013,909.6112734
China,CHN,2014,1051.1466737
China,CHN,2015,1114.47
China,CHN,2016,1162.77
Colombia,COL,1965,3.543949465861588
Colombia,COL,1966,3.9372193683232664
Colombia,COL,1967,4.389253738968884
Colombia,COL,1968,4.891011890385508
Colombia,COL,1969,5.4379734788667005
Colombia,COL,1970,6.0527402229447205
Colombia,COL,1971,6.423408406874127
